title,year,doi,source_list,status,file_path,note,cluster
Can cloud computing adoption drive SME sustainability? Evidence from Nepal,2026,https://doi.org/10.1016/j.sbr.2026.100096,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
"Cerebral Hemodynamics in Pediatric Abusive Head Trauma: 3 Severe Cases with Preserved Motor Cortex, Hyperperfusion, and Recovery of Mild Paralysis",2026,https://doi.org/10.2176/jns-nmc.2025-0258,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_cerebral-hemodynamics-in-pediatric-abusive-head-trauma-3-severe-cases-with-preserved-motor-cortex-hyperperfusion-and-rec.pdf,ok,related
Chattering Suppression in Sensorless Control of Five-Phase Induction Motors Using an Improved Reaching Law,2026,https://doi.org/10.3390/electronics15020361,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_chattering-suppression-in-sensorless-control-of-five-phase-induction-motors-using-an-improved-reaching-law.pdf,existing_pdf_url:ok:https://www.mdpi.com/2079-9292/15/2/361/pdf?version=1768376866,related
Clever vermin? Collective intelligence in rats and roaches,2026,https://doi.org/10.1098/rstb.2024.0441,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Co-State Based Data Fusion and Risk Aware Filtering for Spacecraft Navigation and Hazard Prediction,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_co-state-based-data-fusion-and-risk-aware-filtering-for-spacecraft-navigation-and-hazard-prediction.pdf,ok,related
Communication-Based Social Network Search Algorithms Are Used for Numerical Optimization and Practical Applications,2026,https://doi.org/10.3390/sym18050712,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_communication-based-social-network-search-algorithms-are-used-for-numerical-optimization-and-practical-applications.pdf,retry_live_ok,related
"Comprehensive Review of Doppler Shift Localization Methods: Advances, Limitations, and Research Opportunities",2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_comprehensive-review-of-doppler-shift-localization-methods-advances-limitations-and-research-opportunities.pdf,ok,related
Configuration innovation and unified/accurate dynamics modelling methodology for spatial multi-drive mode parallel mechanism,2026,https://doi.org/10.1016/j.apm.2026.116939,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Constrained 1D Localization for Downlink TDoA-Based UWB RTLS,2026,https://doi.org/10.3390/engproc2026126042,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_constrained-1d-localization-for-downlink-tdoa-based-uwb-rtls.pdf,existing_pdf_url:ok:https://www.mdpi.com/2673-4591/126/1/42/pdf?version=1774596761,related
Contact-Robust Trajectory Planning via Parametric Sensitivity Analysis for Hybrid Robotic Systems,2026,,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Cross-Platform Music Recommendation Method and Innovation Path Based on the Internet of Things and Blockchain,2026,https://doi.org/10.1504/ijart.2027.10076014,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_cross-platform-music-recommendation-method-and-innovation-path-based-on-the-internet-of-things-and-blockchain.pdf,ok:https://www.inderscience.com/www/leaflet.php?filename=IJART_leaflet.pdf,related
Cyber Defense Digital Twins: A Federated Learning and Zero-Trust AI Architecture for Autonomous Threat Prediction and Response,2026,https://doi.org/10.32628/cseit251116279,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_cyber-defense-digital-twins-a-federated-learning-and-zero-trust-ai-architecture-for-autonomous-threat-prediction-and-res.pdf,ok,related
Deep Reinforcement Learning-Guided Bio-Inspired Active Flow Control of a Flapping-Wing Drone for Real-Time Disturbance Suppression,2026,https://doi.org/10.3390/act15050231,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_deep-reinforcement-learning-guided-bio-inspired-active-flow-control-of-a-flapping-wing-drone-for-real-time-disturbance-s.pdf,existing_pdf_url:ok:https://www.mdpi.com/2076-0825/15/5/231/pdf?version=1776871010,related
Delivery of CDNF in collagen hydrogels modulates N-glycosylation while improving motor function in a rodent model of Parkinson's disease,2026,https://doi.org/10.1016/j.biomaterials.2026.124165,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Design and meshing characteristics analysis of a harmonic drive three-dimensional tooth profile based on addendum modification,2026,https://doi.org/10.1016/j.cjme.2026.100288,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Distance Constraint Ensemble Kalman Filter for Pedestrian Localization,2026,https://doi.org/10.3390/mi17040436,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_distance-constraint-ensemble-kalman-filter-for-pedestrian-localization.pdf,existing_landing:ok:https://www.mdpi.com/2072-666X/17/4/436/pdf?version=1775123838,related
Distributed sliding mode observer-based leader-follower synchronisation for affine nonlinear multi-agent chaotic systems with uncertain dynamics,2026,https://doi.org/10.1504/ijaac.2027.10076281,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Dynamic-opposite learning enhanced meta-heuristic approach for solving multiple industrial optimization problems,2026,https://doi.org/10.1038/s41598-026-46614-7,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_dynamic-opposite-learning-enhanced-meta-heuristic-approach-for-solving-multiple-industrial-optimization-problems.pdf,ok,related
Electromagnetic and Thermal Design of Partially HTS Linear Motor: Analysis of Thrust Ripple Harmonics and Thermal Optimization,2026,https://doi.org/10.1109/tasc.2026.3663729,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Elevational and anthropogenic gradients drive divergent assembly mechanisms of free-living and particle-attached bacterioplankton in Chinese lakes,2026,https://doi.org/10.1016/j.watbs.2025.100541,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Enhancing English language acquisition through mobile technologies: a systematic review and meta-analysis of experimental studies,2026,https://doi.org/10.1504/ijmlo.2027.10076362,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_enhancing-english-language-acquisition-through-mobile-technologies-a-systematic-review-and-meta-analysis-of-experimental.pdf,ok:https://www.inderscience.com/www/leaflet.php?filename=IJMLO_leaflet.pdf,related
Examining primary school learners awareness and readiness to utilise mobile devices for self-online learning,2026,https://doi.org/10.1504/ijmlo.2027.10076858,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_examining-primary-school-learners-awareness-and-readiness-to-utilise-mobile-devices-for-self-online-learning.pdf,ok:https://www.inderscience.com/www/leaflet.php?filename=IJMLO_leaflet.pdf,related
Fractional observer-based model-free controller applied to a cylindrical robot,2026,https://doi.org/10.1504/ijaac.2027.10076247,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
From Academic Theory to Management Jargon: Exploring the Evolution and Ideology of the Concept of Mindset,2026,https://doi.org/10.33423/7tmfjw02,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
From Passive Sniffing to Active Signal Injection: Exploiting Physical Layer Vulnerabilities in 5G New Radio.,2026,,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Generative adaptive resilience: LLM-MILP modeling and strategy generation for port vessel scheduling,2026,https://doi.org/10.1016/j.ssci.2026.107233,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
High-Performance Sensorless Control of a Dual-Inverter Doubly Fed Induction Motor for Electric Vehicle Traction Using a Sliding-Mode Observer,2026,https://doi.org/10.3390/automation7010031,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_high-performance-sensorless-control-of-a-dual-inverter-doubly-fed-induction-motor-for-electric-vehicle-traction-using-a-.pdf,existing_landing:ok:https://www.mdpi.com/2673-4052/7/1/31/pdf?version=1771030259,related
Human brain data: a valuable and open-ended resource for artificial intelligence,2026,https://doi.org/10.3389/fnhum.2026.1808115,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_human-brain-data-a-valuable-and-open-ended-resource-for-artificial-intelligence.pdf,ok,related
Hybrid MIRL and ACO-based Approach for Real-Time Path Planning in Visual SLAM,2026,https://doi.org/10.31449/inf.v50i11.9866,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_hybrid-mirl-and-aco-based-approach-for-real-time-path-planning-in-visual-slam.pdf,ok,related
Identification and Estimation of General Nonlinear Structured Latent Factor Model for Functional Data,2026,https://doi.org/10.5705/ss.202025.0148,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Image-Based Visual Servoing of Quadrotor MAVs Using Model Predictive Control with Velocity Observation and State Update,2026,https://doi.org/10.3390/sym18050726,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_image-based-visual-servoing-of-quadrotor-mavs-using-model-predictive-control-with-velocity-observation-and-state-update.pdf,existing_landing:ok:https://www.mdpi.com/2073-8994/18/5/726/pdf?version=1777036047,related
Impact-Aware Model Predictive Control for UAV Landing on a Heaving Platform,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_impact-aware-model-predictive-control-for-uav-landing-on-a-heaving-platform.pdf,ok,related
Influence of seating position and crash-related factors on passenger injury severity in motor vehicles-involved crashes,2026,https://doi.org/10.1016/j.aftran.2026.100087,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Integrating mobile games with flipped learning to enhance word- and sentence-level strategies of classical Chinese reading,2026,https://doi.org/10.1504/ijmlo.2027.10077191,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Joint state and parameter estimation for Anaerobic Digestion using PSO - tuned EKF based on the modified AMOCO model,2026,https://doi.org/10.1016/j.biombioe.2026.109365,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
L-System Genetic Encoding for Scalable Neural Network Evolution: A Comparison with Direct Matrix Encoding,2026,https://doi.org/10.48550/arxiv.2604.22000,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Latent belief reinforcement learning for online motor imagery classification,2026,https://doi.org/10.1016/j.patcog.2026.113503,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Learning-Based Fusion for Robust Multi-Spectral Visual Servoing,2026,,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Left Ventricle Extraction Using a DENSENET-U-Net Integrated Deep Learning Approach,2026,https://doi.org/10.1504/ijims.2028.10076630,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
MEASE: Multi-agent Episodic Action Sequence Explanation,2026,,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
MIMO OFDM-Enabled ISAC for Low-Altitude Non-Cooperative UAV Surveillance: A Survey,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_mimo-ofdm-enabled-isac-for-low-altitude-non-cooperative-uav-surveillance-a-survey.pdf,ok,related
Machine Learning Application for SAIs,2026,https://doi.org/10.56251/watu4873,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_machine-learning-application-for-sais.pdf,ok:https://intosaijournal.org/wp-content/uploads/issue/INTOSAI-Journal-Science-and-Technology-Q2-2023-Issue-compressed.pdf,related
Management accounting of TQM practices on organisations performance: a moderating role of strategic planning,2026,https://doi.org/10.1504/ijbpm.2028.10076095,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Meta-Adaptive Beam Search Planning for Transformer-Based Reinforcement Learning Control of UAVs with Overhead Manipulators under Flight Disturbances,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_meta-adaptive-beam-search-planning-for-transformer-based-reinforcement-learning-control-of-uavs-with-overhead-manipulato.pdf,ok,related
Metaheuristic-Based Observer Design for Electromagnetic and Load Torque Estimation in PMSMs: A Comprehensive Review,2026,https://doi.org/10.46649/fjiece.v4.2.7a.23.9.2025,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_metaheuristic-based-observer-design-for-electromagnetic-and-load-torque-estimation-in-pmsms-a-comprehensive-review.pdf,ok,related
Mobile learning adoption in Nigerian universities among computer science students: the role of effort expectancy and social influence,2026,https://doi.org/10.1504/ijmlo.2027.10077740,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Model-free sliding mode control for PMSM based on adaptive super-twisting reaching law,2026,https://doi.org/10.1038/s41598-026-50065-5,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_model-free-sliding-mode-control-for-pmsm-based-on-adaptive-super-twisting-reaching-law.pdf,ok,related
Modelling and optimisation of separately excited DC motor using genetic algorithm and particle swarm optimisation with comparison of PID performance indices,2026,https://doi.org/10.1504/ijpelec.2027.10077589,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Modern Control Meets Machine Learning: A Review and Taxonomy of Synergistic Approaches for Robotics Applications,2026,https://doi.org/10.3390/act15050235,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_modern-control-meets-machine-learning-a-review-and-taxonomy-of-synergistic-approaches-for-robotics-applications.pdf,ok:https://www.mdpi.com/2076-0825/15/5/235/pdf?version=1777288781,related
Multi-Camera Simultaneous Localization and Mapping for Unmanned Systems: A Survey,2026,https://doi.org/10.3390/electronics15030602,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_multi-camera-simultaneous-localization-and-mapping-for-unmanned-systems-a-survey.pdf,ok:https://www.mdpi.com/2079-9292/15/3/602/pdf?version=1769697818,related
Multi-UAV Navigation for Surveillance of Moving Ground Vehicles on Uneven Terrains via Beam-Search MPC,2026,https://doi.org/10.3390/app16094128,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_multi-uav-navigation-for-surveillance-of-moving-ground-vehicles-on-uneven-terrains-via-beam-search-mpc.pdf,retry_live_ok,related
Natural Gradient Gaussian Approximation Filter on Lie Groups for Robot State Estimation,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_natural-gradient-gaussian-approximation-filter-on-lie-groups-for-robot-state-estimation.pdf,ok,related
Nonlinear Analysis of Nodal Covariates in Network: Dimension Reduction and Clustering,2026,https://doi.org/10.5705/ss.202025.0362,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Nonlinear Self-Focusing of Cosh–Gaussian Laser Beam in Relativistic Plasma with Linear Absorption,2026,https://doi.org/10.54503/0002-3035-2025-61.1-19,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_nonlinear-self-focusing-of-cosh-gaussian-laser-beam-in-relativistic-plasma-with-linear-absorption.pdf,ok:https://arar.sci.am/Content/429104/download/,related
Off the Hamster Wheel: Rethinking Dialogue Research through a Meta-Analysis of the ACL Anthology 2024,2026,,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Online Identification of PMSM Q-Axis Apparent Inductance Using a PWM-Based Estimator,2026,https://doi.org/10.22541/au.177145209.99357759/v1,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Optimising the location of EV public charging stations in electrical distribution system using Giza Pyramid construction algorithm,2026,https://doi.org/10.1504/ijmmno.2027.10077957,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Optimization of Low-Altitude Vertiport Network Topology Resilience,2026,https://doi.org/10.3390/aerospace13040370,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_optimization-of-low-altitude-vertiport-network-topology-resilience.pdf,ok:https://www.mdpi.com/2226-4310/13/4/370/pdf?version=1776253856,related
Optimization of Robotic Arm Scheduling Based on Catfish Optimization Algorithm and Q-Learning,2026,https://doi.org/10.21203/rs.3.rs-9242643/v1,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_optimization-of-robotic-arm-scheduling-based-on-catfish-optimization-algorithm-and-q-learning.pdf,ok,related
PREVENT-JACK: Context Steering for Swarms of Long Heavy Articulated Vehicles,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_prevent-jack-context-steering-for-swarms-of-long-heavy-articulated-vehicles.pdf,ok,related
Parametric optimisation of neural sliding controller for nonlinear coupling tank plant using central force optimisation algorithm,2026,https://doi.org/10.1504/ijaac.2027.10076098,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Phishing detection based on Harris Hawks optimisation algorithm and web-based ontology,2026,https://doi.org/10.1504/ijesdf.2027.10077337,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Power Hardware-in-the-Loop–Based Module for the Emulation of Electric Power Distribution Systems,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_power-hardware-in-the-loop-based-module-for-the-emulation-of-electric-power-distribution-systems.pdf,ok,related
Real-time Robotic Needle Insertion In Deformable and Moving Structure Using Learning-by-Example Method,2026,,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
RecHCA: Hierarchical Context Awareness for one-step sensorless freehand 3D ultrasound reconstruction,2026,https://doi.org/10.1016/j.patcog.2026.113718,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Research on Proximal Policy Optimization Algorithm in Path Planning for UAV-Based Vehicle Tracking,2026,https://doi.org/10.3390/drones10050319,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_research-on-proximal-policy-optimization-algorithm-in-path-planning-for-uav-based-vehicle-tracking.pdf,existing_pdf_url:ok:https://www.mdpi.com/2504-446X/10/5/319/pdf?version=1776954171,related
Research on the Control Algorithm for a Brushless DC Motor Based on an Adaptive Extended Kalman Filter,2026,https://doi.org/10.3390/s26031050,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_research-on-the-control-algorithm-for-a-brushless-dc-motor-based-on-an-adaptive-extended-kalman-filter.pdf,existing_pdf_url:ok:https://www.mdpi.com/1424-8220/26/3/1050/pdf,related
Robot localization: a comprehensive survey from classical methods to intelligent autonomy,2026,https://doi.org/10.1007/s41315-026-00528-9,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robot-localization-a-comprehensive-survey-from-classical-methods-to-intelligent-autonomy.pdf,ok,related
Robust Adaptive Sensorless Control for PMLSM Based on Improved Sliding Mode Observer and Extended State Observer,2026,https://doi.org/10.3390/electronics15050984,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robust-adaptive-sensorless-control-for-pmlsm-based-on-improved-sliding-mode-observer-and-extended-state-observer.pdf,existing_landing:ok:https://www.mdpi.com/2079-9292/15/5/984/pdf?version=1772192010,related
Robust Indoor Localization for Autonomous Mobile Robots: A Review of Bayesian Sensor Fusion and SLAM Algorithms,2026,https://doi.org/10.54254/2755-2721/2026.bj32383,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robust-indoor-localization-for-autonomous-mobile-robots-a-review-of-bayesian-sensor-fusion-and-slam-algorithms.pdf,ok,related
Robust control strategy for optimized IM-4S-VSI-based wind turbine simulator: Assessment for theoretical study,2026,https://doi.org/10.61435/ijred.2026.61842,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_robust-control-strategy-for-optimized-im-4s-vsi-based-wind-turbine-simulator-assessment-for-theoretical-study.pdf,ok,related
Safeguarding the skies: the rise of machine learning approaches for cyberattack detection in unmanned aerial systems,2026,https://doi.org/10.1186/s42400-025-00466-2,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_safeguarding-the-skies-the-rise-of-machine-learning-approaches-for-cyberattack-detection-in-unmanned-aerial-systems.pdf,ok,related
Safety Control with Adaptive Safety Sets and Belief Dynamics for LAV Under Uncertainty,2026,https://doi.org/10.3390/drones10040260,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_safety-control-with-adaptive-safety-sets-and-belief-dynamics-for-lav-under-uncertainty.pdf,existing_pdf_url:ok:https://www.mdpi.com/2504-446X/10/4/260/pdf?version=1775225453,related
Segment-Safe Control Barrier Functions for Model Predictive Control,2026,,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Sensor Data Adaptive Treatment in Time-Varying UAV Medium: Approaches and Methods,2026,https://doi.org/10.48084/etasr.16045,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_sensor-data-adaptive-treatment-in-time-varying-uav-medium-approaches-and-methods.pdf,ok,related
Sensorless Speed Control of PMSM in the Low-Speed Region Using a Runge–Kutta Model-Based Nonlinear Gradient Observer,2026,https://doi.org/10.3390/machines14040369,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_sensorless-speed-control-of-pmsm-in-the-low-speed-region-using-a-runge-kutta-model-based-nonlinear-gradient-observer.pdf,existing_pdf_url:ok:https://www.mdpi.com/2075-1702/14/4/369/pdf?version=1774618107,related
Sensors in Self-Driving Vehicles: A Detailed Literature Review and New Trends,2026,https://doi.org/10.3390/s26072153,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_sensors-in-self-driving-vehicles-a-detailed-literature-review-and-new-trends.pdf,existing_pdf_url:ok:https://www.mdpi.com/1424-8220/26/7/2153/pdf?version=1774958800,related
Some progress on the use of the variational method in quantum field theory,2026,,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_some-progress-on-the-use-of-the-variational-method-in-quantum-field-theory.pdf,ok,related
Sparsity Learning via Structured Functional Factor Augmentation,2026,https://doi.org/10.5705/ss.202025.0205,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Speed‐Sensorless Model‐Free Predictive Torque Control for Induction Motor Drive,2026,https://doi.org/10.1049/elp2.70146,openalex_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Spherical Coordinate System-Based Fusion Path Planning Algorithm for UAVs in Complex Emergency Rescue and Civil Environments,2026,https://doi.org/10.3390/drones10040285,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_spherical-coordinate-system-based-fusion-path-planning-algorithm-for-uavs-in-complex-emergency-rescue-and-civil-environm.pdf,ok:https://www.mdpi.com/2504-446X/10/4/285/pdf?version=1776170433,related
Stability and Optimization of a Vector Thrust-Controlled Tail-Sitter UAV Based on Flight Test,2026,https://doi.org/10.3390/drones10050316,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_stability-and-optimization-of-a-vector-thrust-controlled-tail-sitter-uav-based-on-flight-test.pdf,existing_pdf_url:ok:https://www.mdpi.com/2504-446X/10/5/316/pdf?version=1776871438,related
The Nexus of Leadership and Learning: Exploring Female Principals' Influence on the Teaching-Learning Process in Secondary Schools,2026,https://doi.org/10.55737/qjss.vii-i.26473,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_the-nexus-of-leadership-and-learning-exploring-female-principals-influence-on-the-teaching-learning-process-in-secondary.pdf,ok,related
Tooth profile modification and meshing characteristics for a novel precision movable tooth drive based on logarithmic spiral,2026,https://doi.org/10.1016/j.cjme.2026.100292,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Towards Effective Forest Fire Response: A Cloud–Edge Collaborative UAV Deployment Strategy for Rapid Situational Awareness,2026,https://doi.org/10.3390/fire9040160,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_towards-effective-forest-fire-response-a-cloud-edge-collaborative-uav-deployment-strategy-for-rapid-situational-awarenes.pdf,ok:https://www.mdpi.com/2571-6255/9/4/160/pdf?version=1775818051,related
Tracking the shift: a Delphi-based SWOT analysis of Industry 4.0 in Slovakia,2026,https://doi.org/10.1504/ijmed.2027.10075507,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Transforming Education through Technology: The Case of COVID 19 Digital Learning in Nagaland,2026,https://doi.org/10.71126/nijre.v2i1.16,crossref_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_transforming-education-through-technology-the-case-of-covid-19-digital-learning-in-nagaland.pdf,ok:https://nijre.com/index.php/nijre/libraryFiles/downloadPublic/3,related
Utilizing the Herrmann finite elements for assessing the deformation of viscoelastic solid rocket motor propellant grains,2026,https://doi.org/10.1016/j.ast.2026.112296,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Will you trust and drive like your automated vehicle? Effects of human–vehicle driving style matching on subjective experience and subsequent manual driving,2026,https://doi.org/10.1016/j.tbs.2026.101298,crossref_latest_topic_aligned,failed,,exhausted_or_nonpdf,related
Wireless Communication-Based Indoor Localization with Optical Initialization and Sensor Fusion,2026,https://doi.org/10.3390/s26092653,openalex_latest_topic_aligned,downloaded,/mnt/data/ros/session/artifacts/full_papers_pdf/2026_wireless-communication-based-indoor-localization-with-optical-initialization-and-sensor-fusion.pdf,existing_pdf_url:ok:https://www.mdpi.com/1424-8220/26/9/2653/pdf?version=1777037853,related
